0.000000000000000000e+00,5.920304046246273799e+01,7.317103251970686983e+01,5.458937625582472464e+01,3.312099032335839155e+01,5.333854141237834767e+01,6.428841264178171855e+01,8.041144197189849763e+01,8.052949770115296246e+01,3.640054944640259293e+01,6.040695324215582218e+01,5.700877125495689768e+01,1.456021977856103611e+01,8.800000000000000000e+01,4.981967482832460092e+01,8.602325267042626677e+00,6.555150646628953837e+01,5.614267539047279598e+01,6.802940540677980152e+01,9.502105029939419012e+01,6.407027391856539111e+01,2.594224354214569317e+01,8.544003745317530374e+00,5.103920062069938268e+01,1.053944970100431817e+02,8.132035415564789105e+01,9.340770846134702765e+01,8.401190391843289262e+01,1.414213562373095101e+01,9.343446901438461794e+01,1.969771560359220786e+01,6.859300255857006334e+01,6.014149981501957853e+01,6.463745044476924306e+01,3.257299494980465937e+01,4.242640687119284770e+00,2.061552812808830382e+01,1.860107523773827509e+01,9.521029356114810582e+01,8.955445270895243937e+01,5.885575587824864385e+01,6.000833275470998984e+01,6.609841147864295863e+01,7.891767862779543918e+01,9.794386147176351187e+01,9.900505037623081250e+01,1.252996408614166768e+01,6.574191965557440653e+01,9.080198235721508127e+01,3.047950130825634218e+01,4.382921400162225467e+01,4.186884283091664116e+01,3.395585369269929288e+01,6.780117993073571370e+01,9.527329111561120101e+01,5.280151512977634098e+01,4.382921400162225467e+01,2.126029162546929996e+01,2.624880949681337583e+01,5.020956084253276686e+01,8.766413177577246074e+01,7.798717843338096145e+01,3.001666203960726875e+01,5.514526271584895056e+01,4.904079934095691584e+01,3.067572330035593353e+01,6.082762530298219872e+01,7.864477096412704782e+01,2.147091055358388800e+01,2.009975124224177989e+01
5.920304046246273799e+01,0.000000000000000000e+00,1.941648783894759944e+01,8.544003745317530374e+00,4.252058325093859992e+01,2.236067977499789805e+01,5.099019513592784492e+00,2.202271554554523902e+01,5.249761899362675166e+01,4.720169488482378739e+01,8.184130986244049666e+01,5.239274758971894386e+01,5.303772242470447651e+01,3.488552708502481892e+01,2.343074902771996193e+01,5.685947590331799972e+01,4.019950248448355978e+01,1.204159457879229578e+01,1.300000000000000000e+01,4.204759208325727826e+01,5.215361924162119323e+01,3.423448553724738019e+01,5.069516742254630515e+01,1.984943324127920761e+01,8.023091673413684077e+01,2.213594362117865444e+01,5.830951894845300387e+01,2.617250465660480074e+01,5.503635162326805386e+01,4.382921400162225467e+01,4.904079934095691584e+01,1.303840481040529831e+01,6.209669878504009688e+01,5.315072906367324634e+01,4.933558553417604031e+01,6.139218191268331282e+01,5.440588203494177577e+01,4.229657196511320194e+01,7.472616676907762212e+01,6.356886030125127007e+01,2.601922366251537611e+01,1.726267650163206824e+01,3.649657518178931781e+01,3.500000000000000000e+01,7.280109889280518587e+01,6.466065264130884316e+01,5.099019513592784847e+01,8.005623023850174036e+01,3.162277660168379256e+01,5.375872022286245056e+01,6.628725367670620017e+01,4.973932046178354938e+01,3.394112549695427816e+01,7.180529228406496145e+01,3.671511950137163893e+01,7.294518489934753802e+01,2.284731931759172596e+01,5.360037313302958495e+01,3.701351104664349378e+01,5.515432893255070468e+01,6.525335240430180761e+01,7.523961722390671980e+01,3.101612483854164637e+01,9.360555539069248709e+01,7.627581530209953087e+01,2.863564212655270680e+01,7.576938695805846180e+01,3.773592452822641263e+01,4.709564735726646489e+01,5.514526271584895056e+01
7.317103251970686983e+01,1.941648783894759944e+01,0.000000000000000000e+00,1.923538406167134340e+01,4.875448697299562184e+01,2.282542442102665348e+01,1.627882059609970611e+01,1.166190378969060149e+01,3.900000000000000000e+01,5.162363799656122865e+01,8.156592425762120513e+01,4.882622246293480828e+01,6.958448102845920857e+01,1.581138830084189628e+01,4.280186911806539030e+01,6.905070600652827295e+01,3.138470965295043058e+01,1.702938636592640265e+01,2.549509756796392423e+01,2.308679276123039159e+01,4.561797891182817466e+01,5.048762224545735222e+01,6.503076195155642836e+01,3.920459156782531807e+01,6.476109943476870967e+01,1.868154169226940553e+01,4.143669871020131978e+01,1.280624847486569706e+01,7.156814934033155851e+01,2.441311123146740414e+01,6.628725367670620017e+01,6.403124237432848531e+00,5.852349955359812839e+01,4.651881339845203200e+01,6.815423684555494788e+01,7.602631123499284627e+01,6.356886030125127007e+01,5.830951894845300387e+01,6.113100686231170044e+01,4.925444142409900650e+01,2.121320343559642652e+01,1.431782106327635340e+01,2.692582403567251959e+01,1.772004514666934938e+01,5.787054518492114852e+01,4.753945729601885262e+01,6.296824596572466248e+01,7.766595135579039777e+01,2.523885892824792521e+01,5.994163828258283644e+01,6.888396039717810027e+01,5.200961449578337437e+01,4.205948168962618183e+01,6.711929677819934170e+01,3.312099032335839155e+01,7.355270219373316820e+01,4.205948168962618183e+01,6.262587324740470507e+01,5.434151267677410146e+01,5.448853090330111115e+01,5.200961449578337437e+01,6.767569726275452524e+01,4.805205510693585325e+01,9.761659694949419475e+01,7.864477096412704782e+01,4.428317965096906050e+01,7.420242583635659628e+01,2.137755832643194864e+01,6.453681120105021307e+01,7.256721022610693694e+01
5.458937625582472464e+01,8.544003745317530374e+00,1.923538406167134340e+01,0.000000000000000000e+00,3.465544690232691494e+01,1.403566884761819900e+01,1.204159457879229578e+01,2.596150997149434048e+01,4.609772228646443892e+01,3.905124837953326988e+01,7.335529974037322631e+01,4.393176527297759293e+01,5.035871324805668792e+01,3.492849839314595783e+01,2.745906043549196340e+01,5.124451190127582834e+01,3.275667870831839679e+01,4.472135954999579610e+00,2.154065922853801496e+01,4.220189569201838253e+01,4.401136216933077350e+01,3.125699921617556853e+01,4.627094120503709718e+01,2.418677324489564739e+01,7.424284477308233932e+01,2.830194339616981125e+01,5.341348144429456823e+01,2.942787793912432193e+01,5.234500931320960149e+01,4.254409477236529824e+01,4.707440918375927907e+01,1.403566884761819900e+01,5.360037313302958495e+01,4.501110973970759943e+01,4.964876634922563881e+01,5.721887800367986898e+01,4.750789408087881327e+01,3.911521443121588959e+01,6.800735254367721438e+01,5.727128425310541360e+01,1.843908891458577415e+01,1.081665382639196871e+01,2.941088233970548416e+01,3.124099870362661591e+01,6.664082832618454688e+01,5.981638571495272316e+01,4.522167621838005402e+01,7.151223671512450153e+01,3.758989225842500304e+01,4.601086828130936368e+01,5.800862004909270553e+01,4.134005321718877468e+01,2.640075756488817049e+01,6.334824385884741815e+01,4.360045871318327926e+01,6.449806198638839305e+01,2.475883680627989492e+01,4.664761515876240594e+01,3.517101079013794873e+01,4.661544808322666000e+01,5.852349955359812839e+01,6.706713054842886379e+01,2.886173937932362321e+01,8.563293758829017577e+01,6.800735254367721438e+01,2.507987240796890660e+01,6.723094525588643933e+01,3.324154027718932269e+01,4.535416188179426911e+01,5.336665625650533684e+01
3.312099032335839155e+01,4.252058325093859992e+01,4.875448697299562184e+01,3.465544690232691494e+01,0.000000000000000000e+00,2.600000000000000000e+01,4.666904755831213691e+01,5.883026432033091169e+01,4.753945729601885262e+01,6.000000000000000000e+00,4.197618372363071160e+01,2.483948469674844262e+01,3.905124837953326988e+01,6.113100686231170044e+01,4.805205510693585325e+01,2.563201123595259290e+01,3.298484500494128469e+01,3.360059523282288296e+01,5.500000000000000000e+01,6.746851117373199713e+01,3.124099870362661591e+01,2.863564212655270680e+01,2.831960451701259274e+01,4.684015371452147747e+01,7.242237223399962431e+01,6.262587324740470507e+01,6.072890580275590366e+01,6.129437168288782090e+01,4.036087214122112954e+01,6.438167441127949076e+01,3.996248240537617136e+01,4.632493928760187885e+01,3.046309242345563462e+01,3.189043743820394994e+01,5.069516742254630515e+01,3.721558813185679071e+01,1.600000000000000000e+01,3.041381265149109936e+01,6.248199740725323181e+01,5.643580423808985103e+01,2.961418578992169515e+01,3.443835071544512516e+01,3.423448553724738019e+01,4.916299421312741913e+01,6.489992295835180869e+01,6.612866246946175863e+01,2.059126028197400160e+01,4.300000000000000000e+01,7.161005515987262982e+01,1.140175425099137918e+01,2.469817807045693669e+01,1.140175425099137918e+01,8.944271909999159220e+00,3.984971769034255118e+01,7.810249675906653977e+01,3.275667870831839679e+01,4.159326868617084472e+01,1.500000000000000000e+01,3.420526275297414287e+01,2.024845673131658685e+01,5.464430436925700008e+01,4.830113870293328659e+01,3.114482300479487265e+01,5.108815909777920439e+01,3.443835071544512516e+01,2.600000000000000000e+01,3.801315561749642313e+01,4.800000000000000000e+01,3.982461550347975532e+01,4.500000000000000000e+01
5.333854141237834767e+01,2.236067977499789805e+01,2.282542442102665348e+01,1.403566884761819900e+01,2.600000000000000000e+01,0.000000000000000000e+00,2.469817807045693669e+01,3.342154993413680586e+01,3.440930106817050671e+01,2.884441020371191300e+01,6.074537019394976056e+01,3.008321791298264714e+01,5.292447448959696743e+01,3.551056180912940619e+01,3.956008088970496317e+01,4.801041553663121420e+01,1.969771560359220786e+01,1.044030650891055068e+01,3.517101079013794873e+01,4.219004621945797595e+01,3.000000000000000000e+01,3.498571136907180090e+01,4.589117562233506220e+01,3.668787265568828104e+01,6.268173577685927711e+01,3.828837943815329226e+01,4.404543109109047805e+01,3.551056180912940619e+01,5.478138369920934991e+01,4.011234224026316042e+01,5.100000000000000000e+01,2.121320343559642652e+01,3.984971769034255118e+01,3.100000000000000000e+01,5.672741841473133917e+01,5.671860364994893189e+01,4.123105625617660763e+01,4.162931659299729859e+01,5.546169849544818931e+01,4.548626166217663780e+01,6.403124237432848531e+00,8.602325267042626677e+00,1.720465053408525335e+01,2.570992026436488231e+01,5.491812087098392681e+01,5.032891812864647818e+01,4.200000000000000000e+01,5.818075283115542362e+01,4.669047011971500893e+01,3.712142238654116966e+01,4.666904755831213691e+01,2.969848480983499428e+01,2.009975124224177989e+01,4.947726750741192348e+01,5.381449618829483938e+01,5.220153254455274805e+01,3.535533905932737753e+01,4.026164427839479032e+01,4.022437072223753063e+01,3.361547262794321966e+01,4.606517122512408235e+01,5.303772242470447651e+01,3.420526275297414287e+01,7.516648189186453521e+01,5.658621740318043436e+01,2.884441020371191300e+01,5.412023651093923604e+01,2.600000000000000000e+01,4.973932046178354938e+01,5.724508712544684386e+01
6.428841264178171855e+01,5.099019513592784492e+00,1.627882059609970611e+01,1.204159457879229578e+01,4.666904755831213691e+01,2.469817807045693669e+01,0.000000000000000000e+00,1.711724276862369010e+01,5.217278984298232558e+01,5.108815909777920439e+01,8.508818954473059648e+01,5.470831746635972337e+01,5.807753438292641590e+01,3.106444913401813324e+01,2.692582403567251959e+01,6.184658438426490790e+01,4.101219330881975367e+01,1.431782106327635340e+01,1.100000000000000000e+01,3.807886552931954327e+01,5.375872022286245056e+01,3.931920650267500150e+01,5.578530272392541178e+01,2.332380757938120297e+01,7.937883848986453472e+01,1.708800749063506075e+01,5.679788728465170777e+01,2.137755832643194864e+01,6.007495318350235891e+01,4.045985664828781836e+01,5.400925846556310717e+01,1.000000000000000000e+01,6.451356446515724485e+01,5.474486277268398027e+01,5.385164807134503917e+01,6.649060083951715683e+01,5.907622195096772089e+01,4.738143096192853676e+01,7.452516353554683803e+01,6.306346010171024830e+01,2.729468812791236232e+01,1.811077027627483460e+01,3.701351104664349378e+01,3.312099032335839155e+01,7.212489168102784731e+01,6.306346010171024830e+01,5.594640292279746063e+01,8.285529554590944201e+01,2.657066051117284644e+01,5.800000000000000000e+01,7.000000000000000000e+01,5.325410782277739230e+01,3.828837943815329226e+01,7.404052944165107419e+01,3.190611226708763226e+01,7.632168761236873422e+01,2.720294101747088789e+01,5.824946351684279477e+01,4.200000000000000000e+01,5.813776741499453493e+01,6.511528238439882443e+01,7.679192665899195447e+01,3.605551275463989214e+01,9.767292357659823665e+01,8.000000000000000000e+01,3.373425558686599857e+01,7.872102641607260409e+01,3.624913792078371699e+01,5.203844732503075221e+01,6.007495318350235891e+01
8.041144197189849763e+01,2.202271554554523902e+01,1.166190378969060149e+01,2.596150997149434048e+01,5.883026432033091169e+01,3.342154993413680586e+01,1.711724276862369010e+01,0.000000000000000000e+00,4.936598018878993344e+01,6.220128616033594682e+01,9.308598175880189274e+01,6.046486583132389825e+01,7.500666637039670093e+01,1.749285568453590045e+01,4.308131845707602992e+01,7.720103626247512807e+01,4.295346318982905842e+01,2.549509756796392423e+01,2.140093455903269515e+01,2.334523505985750447e+01,5.724508712544684386e+01,5.608029957123981291e+01,7.200694410957876812e+01,3.956008088970496317e+01,7.355270219373316820e+01,8.062257748298549132e+00,4.964876634922563881e+01,4.472135954999579610e+00,7.700649323271382229e+01,2.778488797889960793e+01,7.106335201775947041e+01,1.252996408614166768e+01,7.017834423809100031e+01,5.813776741499453493e+01,7.083078426785912995e+01,8.287339742040263957e+01,7.291776189653656104e+01,6.412487816752559411e+01,7.102816342831904706e+01,5.900847396772771702e+01,3.264965543462901820e+01,2.483948469674844262e+01,3.848376280978771291e+01,2.701851217221259205e+01,6.711929677819934170e+01,5.531726674375732244e+01,7.116881339463233758e+01,8.930845424706443225e+01,1.360147050873544394e+01,7.017834423809100031e+01,7.998124780221924368e+01,6.303173803727769808e+01,5.142956348249516196e+01,7.877182237323191316e+01,2.147091055358388800e+01,8.495881355103777821e+01,4.414748010928823163e+01,7.201388754955533500e+01,5.903388857258176614e+01,6.594694837519018904e+01,6.220128616033594682e+01,7.912016177940992634e+01,5.300000000000000000e+01,1.085771615027764483e+02,8.982761268117950237e+01,5.024937810560444973e+01,8.580209787645054575e+01,3.106444913401813324e+01,6.911584478250989605e+01,7.716216689544170038e+01
8.052949770115296246e+01,5.249761899362675166e+01,3.900000000000000000e+01,4.609772228646443892e+01,4.753945729601885262e+01,3.440930106817050671e+01,5.217278984298232558e+01,4.936598018878993344e+01,0.000000000000000000e+00,4.560701700396551672e+01,5.777542730261716031e+01,2.801785145224380003e+01,8.405355435673139652e+01,3.716180835212409050e+01,7.335529974037322631e+01,7.316419889536138044e+01,1.562049935181330795e+01,4.162931659299729859e+01,6.296824596572466248e+01,3.883297567789519888e+01,2.009975124224177989e+01,6.794115100585212019e+01,7.479304780526061336e+01,7.021395872616783151e+01,2.830194339616981125e+01,5.721887800367986898e+01,1.400000000000000000e+01,4.805205510693585325e+01,8.570297544426331626e+01,3.201562118716424266e+01,8.324061508662703091e+01,4.328972164382672361e+01,3.352610922848042208e+01,2.022374841615668473e+01,9.052071586106684720e+01,8.452810183601664562e+01,6.264183905346330050e+01,7.340980860893181159e+01,2.236067977499789805e+01,1.118033988749894903e+01,2.830194339616981125e+01,3.546829570193639825e+01,1.720465053408525335e+01,2.256102834535695578e+01,2.059126028197400160e+01,1.868154169226940553e+01,6.802940540677980152e+01,5.060632371551997721e+01,6.161168720299745161e+01,5.412947441089742995e+01,5.323532661682465772e+01,4.159326868617084472e+01,4.770744176750625343e+01,3.773592452822641263e+01,6.985699678629191567e+01,5.288667128870940815e+01,6.964194138592060312e+01,6.168468205316454345e+01,7.355270219373316820e+01,3.701351104664349378e+01,1.303840481040529831e+01,3.330165161069342616e+01,6.789698078707182560e+01,7.981227975693965959e+01,6.041522986797286165e+01,6.222539674441618018e+01,4.924428900898052319e+01,1.843908891458577415e+01,8.232860985101109463e+01,8.920201791439474448e+01
3.640054944640259293e+01,4.720169488482378739e+01,5.162363799656122865e+01,3.905124837953326988e+01,6.000000000000000000e+00,2.884441020371191300e+01,5.108815909777920439e+01,6.220128616033594682e+01,4.560701700396551672e+01,0.000000000000000000e+00,3.613862199918530393e+01,2.061552812808830382e+01,4.382921400162225467e+01,6.296824596572466248e+01,5.393514624064719953e+01,2.830194339616981125e+01,3.206243908376279705e+01,3.748332962798262713e+01,5.990826320300063657e+01,6.896375859826666499e+01,2.778488797889960793e+01,3.452535300326413648e+01,3.264965543462901820e+01,5.263078946776306566e+01,6.911584478250989605e+01,6.652818951391958535e+01,5.922837157984339029e+01,6.435060217278467576e+01,4.500000000000000000e+01,6.530696746902277994e+01,4.517742799230607176e+01,4.981967482832460092e+01,2.505992817228333536e+01,2.830194339616981125e+01,5.630275304103698630e+01,4.060788100849390503e+01,1.708800749063506075e+01,3.584689665786984136e+01,5.882176467941096831e+01,5.371219600798313820e+01,3.138470965295043058e+01,3.744329045369811126e+01,3.405877273185280529e+01,5.000999900019994726e+01,6.177378084592200480e+01,6.428841264178171855e+01,2.408318915758459156e+01,3.700000000000000000e+01,7.528612089887484160e+01,9.055385138137417300e+00,1.923538406167134340e+01,5.830951894845300743e+00,1.456021977856103611e+01,3.417601498127012150e+01,8.207313811473277099e+01,2.692582403567251959e+01,4.751841748206688720e+01,1.615549442140351033e+01,4.002499219237900263e+01,1.476482306023340030e+01,5.147815070493500400e+01,4.304648650006176780e+01,3.712142238654116966e+01,4.666904755831213691e+01,2.915475947422650194e+01,3.200000000000000000e+01,3.201562118716424266e+01,4.837354648979129479e+01,4.518849411078001310e+01,4.992995093127971273e+01
